"Job Title","Date","float_Billable_Hours","Capacity"
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-12,0,40
"Business Analyst  -  Business Applications (DDS)",2020-01-12,0,8
"Data Architect  -  Data Architecture (DDS)",2020-01-12,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-12,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-12,0,8
"Data Scientist  -  Data Science (DDS)",2020-01-12,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-12,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-12,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-12,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-12,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-12,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-12,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-12,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-12,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-12,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-12,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-12,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-12,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-12,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-12,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-12,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-12,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-12,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-12,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-12,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-12,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-12,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-12,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-12,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-13,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-13,2,40
"Business Analyst  -  Business Applications (DDS)",2020-01-13,8,8
"Data Architect  -  Data Architecture (DDS)",2020-01-13,4,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-13,21,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-13,4,8
"Data Scientist  -  Data Science (DDS)",2020-01-13,35,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-13,6,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-13,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-13,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-13,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-13,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-13,8,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-13,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-13,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-13,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-13,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-13,8,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-13,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-13,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-13,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-13,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-13,8,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-13,6.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-13,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-13,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-13,4,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-13,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-13,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-13,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-14,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-14,2,40
"Business Analyst  -  Business Applications (DDS)",2020-01-14,8,8
"Data Architect  -  Data Architecture (DDS)",2020-01-14,4,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-14,21,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-14,4,8
"Data Scientist  -  Data Science (DDS)",2020-01-14,35,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-14,6,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-14,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-14,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-14,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-14,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-14,8,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-14,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-14,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-14,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-14,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-14,8,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-14,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-14,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-14,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-14,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-14,8,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-14,6.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-14,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-14,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-14,4,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-14,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-14,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-14,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-15,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-15,2,40
"Business Analyst  -  Business Applications (DDS)",2020-01-15,8,8
"Data Architect  -  Data Architecture (DDS)",2020-01-15,4,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-15,21,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-15,4,8
"Data Scientist  -  Data Science (DDS)",2020-01-15,35,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-15,6,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-15,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-15,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-15,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-15,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-15,8,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-15,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-15,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-15,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-15,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-15,8,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-15,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-15,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-15,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-15,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-15,8,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-15,6.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-15,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-15,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-15,4,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-15,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-15,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-15,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-16,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-16,2,40
"Business Analyst  -  Business Applications (DDS)",2020-01-16,8,8
"Data Architect  -  Data Architecture (DDS)",2020-01-16,4,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-16,21,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-16,4,8
"Data Scientist  -  Data Science (DDS)",2020-01-16,35,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-16,6,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-16,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-16,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-16,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-16,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-16,8,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-16,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-16,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-16,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-16,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-16,8,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-16,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-16,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-16,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-16,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-16,8,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-16,6.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-16,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-16,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-16,4,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-16,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-16,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-16,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-17,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-17,2,40
"Business Analyst  -  Business Applications (DDS)",2020-01-17,8,8
"Data Architect  -  Data Architecture (DDS)",2020-01-17,4,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-17,21,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-17,4,8
"Data Scientist  -  Data Science (DDS)",2020-01-17,35,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-17,6,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-17,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-17,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-17,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-17,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-17,8,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-17,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-17,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-17,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-17,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-17,8,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-17,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-17,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-17,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-17,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-17,8,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-17,6.5,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-17,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-17,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-17,4,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-17,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-17,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-17,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-18,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-18,0,40
"Business Analyst  -  Business Applications (DDS)",2020-01-18,0,8
"Data Architect  -  Data Architecture (DDS)",2020-01-18,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-01-18,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-01-18,0,8
"Data Scientist  -  Data Science (DDS)",2020-01-18,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-01-18,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-01-18,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-01-18,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-01-18,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-01-18,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,8
"QA Engineer  -  Business Applications (DDS)",2020-01-18,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-01-18,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-01-18,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-01-18,0,8
"Software Developer  -  Business Applications (DDS)",2020-01-18,0,32
"Software Engineer  -  Business Applications (DDS)",2020-01-18,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-01-18,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-01-18,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-01-18,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-01-18,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-01-18,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-01-18,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-01-18,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-01-18,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-01-18,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-01-18,0,8
"Technical Writer  -  Business Applications (DDS)",2020-01-18,0,8
"Web Developer  -  Business Applications (DDS)",2020-01-18,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-01-19,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-01-19,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-01-19,0,40
"Business Analyst  -  Business Applications (DDS)",2020-01-19,0,8
